image_ts,image_file,cmd_ts,dt,vel_left,vel_right
1774571836.5670035,images/1774571836.567003.png,1774571836.562781,0.004222393035888672,0.0,0.0
1774571836.601006,images/1774571836.601006.png,1774571836.5965989,0.004407167434692383,0.0,0.0
1774571836.6337867,images/1774571836.633787.png,1774571836.6305006,0.003286123275756836,0.0,0.0
1774571836.6667662,images/1774571836.666766.png,1774571836.6657853,0.0009808540344238281,0.0,0.0
1774571836.700009,images/1774571836.700009.png,1774571836.6981628,0.0018463134765625,0.0,0.0
1774571836.7335093,images/1774571836.733509.png,1774571836.7313118,0.0021975040435791016,0.0,0.0
1774571836.7705803,images/1774571836.770580.png,1774571836.7659595,0.004620790481567383,0.0,0.0
1774571836.801128,images/1774571836.801128.png,1774571836.798993,0.0021347999572753906,0.0,0.0
1774571836.8342154,images/1774571836.834215.png,1774571836.8334436,0.0007717609405517578,0.24568484723567963,0.22228628396987915
1774571836.867111,images/1774571836.867111.png,1774571836.8662057,0.0009052753448486328,0.24568484723567963,0.22228628396987915
1774571836.8999577,images/1774571836.899958.png,1774571836.8662057,0.0337519645690918,0.24568484723567963,0.22228628396987915
1774571836.933295,images/1774571836.933295.png,1774571836.9009802,0.03231477737426758,0.24568484723567963,0.22228628396987915
1774571836.9673188,images/1774571836.967319.png,1774571836.9341583,0.03316044807434082,0.24568484723567963,0.22228628396987915
1774571837.0021882,images/1774571837.002188.png,1774571837.0016155,0.0005726814270019531,0.24568484723567963,0.22228628396987915
1774571837.0337496,images/1774571837.033750.png,1774571837.0016155,0.032134056091308594,0.24568484723567963,0.22228628396987915
1774571837.0667198,images/1774571837.066720.png,1774571837.0355196,0.031200170516967773,0.24568484723567963,0.22228628396987915
1774571837.1002476,images/1774571837.100248.png,1774571837.0703251,0.0299224853515625,0.24568484723567963,0.22228628396987915
1774571837.1333406,images/1774571837.133341.png,1774571837.0703251,0.06301546096801758,0.24568484723567963,0.22228628396987915
1774571837.1667104,images/1774571837.166710.png,1774571837.0703251,0.09638524055480957,0.24568484723567963,0.22228628396987915
1774571837.200194,images/1774571837.200194.png,1774571837.184676,0.015517950057983398,0.24568484723567963,0.22228628396987915
1774571837.2337859,images/1774571837.233786.png,1774571837.207467,0.026318788528442383,0.24568484723567963,0.22228628396987915
1774571837.2663126,images/1774571837.266313.png,1774571837.2408829,0.025429725646972656,0.24568484723567963,0.22228628396987915
1774571837.2993944,images/1774571837.299394.png,1774571837.2784956,0.020898818969726562,0.24568484723567963,0.22228628396987915
1774571837.3327425,images/1774571837.332742.png,1774571837.3115797,0.021162748336791992,0.24568484723567963,0.22228628396987915
1774571837.3660684,images/1774571837.366068.png,1774571837.345243,0.02082538604736328,0.24568484723567963,0.22228628396987915
1774571837.3994856,images/1774571837.399486.png,1774571837.3780904,0.021395206451416016,0.4943658411502838,-0.0027107996866106987
1774571837.4326692,images/1774571837.432669.png,1774571837.410736,0.02193307876586914,0.4943658411502838,-0.0027107996866106987
1774571837.4661548,images/1774571837.466155.png,1774571837.4451714,0.020983457565307617,0.4943658411502838,-0.0027107996866106987
1774571837.4994538,images/1774571837.499454.png,1774571837.4764342,0.02301955223083496,0.24568484723567963,0.22228628396987915
1774571837.5328872,images/1774571837.532887.png,1774571837.5109978,0.021889448165893555,0.24568484723567963,0.22228628396987915
1774571837.5661597,images/1774571837.566160.png,1774571837.543009,0.02315068244934082,0.24568484723567963,0.22228628396987915
1774571837.5995326,images/1774571837.599533.png,1774571837.577732,0.021800518035888672,0.24568484723567963,0.22228628396987915
1774571837.6327646,images/1774571837.632765.png,1774571837.6115534,0.02121114730834961,0.24568484723567963,0.22228628396987915
1774571837.6662304,images/1774571837.666230.png,1774571837.6454554,0.02077507972717285,0.24568484723567963,0.22228628396987915
1774571837.6995068,images/1774571837.699507.png,1774571837.6771336,0.022373199462890625,0.24568484723567963,0.22228628396987915
1774571837.732876,images/1774571837.732876.png,1774571837.7112556,0.021620512008666992,0.24568484723567963,0.22228628396987915
1774571837.7664871,images/1774571837.766487.png,1774571837.7449214,0.021565675735473633,0.24568484723567963,0.22228628396987915
1774571837.7992432,images/1774571837.799243.png,1774571837.7782044,0.02103877067565918,0.24568484723567963,0.22228628396987915
1774571837.83359,images/1774571837.833590.png,1774571837.8133266,0.0202634334564209,0.24568484723567963,0.22228628396987915
1774571837.8661323,images/1774571837.866132.png,1774571837.848256,0.017876148223876953,0.24568484723567963,0.22228628396987915
1774571837.8995008,images/1774571837.899501.png,1774571837.8813577,0.018143177032470703,0.24568484723567963,0.22228628396987915
1774571837.9328492,images/1774571837.932849.png,1774571837.915884,0.016965150833129883,0.24568484723567963,0.22228628396987915
1774571837.9663014,images/1774571837.966301.png,1774571837.949708,0.016593456268310547,0.24568484723567963,0.22228628396987915
1774571837.9992747,images/1774571837.999275.png,1774571837.9843154,0.014959335327148438,0.24568484723567963,0.22228628396987915
1774571838.0338242,images/1774571838.033824.png,1774571838.0156772,0.018146991729736328,0.24568484723567963,0.22228628396987915
1774571838.066721,images/1774571838.066721.png,1774571838.0502608,0.016460180282592773,0.24568484723567963,0.22228628396987915
1774571838.099485,images/1774571838.099485.png,1774571838.0856228,0.013862133026123047,0.24568484723567963,0.22228628396987915
1774571838.1334276,images/1774571838.133428.png,1774571838.121056,0.012371540069580078,-0.002996147144585848,0.4472833573818207
1774571838.166346,images/1774571838.166346.png,1774571838.1521685,0.014177560806274414,-0.002996147144585848,0.4472833573818207
1774571838.2004275,images/1774571838.200428.png,1774571838.1851714,0.015256166458129883,0.24568484723567963,0.22228628396987915
1774571838.2329032,images/1774571838.232903.png,1774571838.2197225,0.013180732727050781,0.24568484723567963,0.22228628396987915
1774571838.266054,images/1774571838.266054.png,1774571838.2527661,0.013287782669067383,0.24568484723567963,0.22228628396987915
1774571838.2996788,images/1774571838.299679.png,1774571838.2864559,0.013222932815551758,0.24568484723567963,0.22228628396987915
1774571838.3331356,images/1774571838.333136.png,1774571838.3213499,0.011785745620727539,0.24568484723567963,0.22228628396987915
1774571838.3684878,images/1774571838.368488.png,1774571838.3601882,0.008299589157104492,0.24568484723567963,0.22228628396987915
1774571838.4011667,images/1774571838.401167.png,1774571838.391608,0.009558677673339844,0.24568484723567963,0.22228628396987915
1774571838.4326828,images/1774571838.432683.png,1774571838.4214635,0.011219263076782227,0.24568484723567963,0.22228628396987915
1774571838.465997,images/1774571838.465997.png,1774571838.455852,0.010144948959350586,0.24568484723567963,0.22228628396987915
1774571838.5001976,images/1774571838.500198.png,1774571838.4908562,0.00934147834777832,0.24568484723567963,0.22228628396987915
1774571838.5327969,images/1774571838.532797.png,1774571838.5235882,0.00920867919921875,0.4943658411502838,-0.0027107996866106987
1774571838.5665722,images/1774571838.566572.png,1774571838.5574472,0.009124994277954102,0.4943658411502838,-0.0027107996866106987
1774571838.5995219,images/1774571838.599522.png,1774571838.5905492,0.008972644805908203,0.24568484723567963,0.22228628396987915
1774571838.6325536,images/1774571838.632554.png,1774571838.5905492,0.04200434684753418,0.24568484723567963,0.22228628396987915
1774571838.6660433,images/1774571838.666043.png,1774571838.5905492,0.07549405097961426,0.24568484723567963,0.22228628396987915
1774571838.6992114,images/1774571838.699211.png,1774571838.5905492,0.10866212844848633,0.24568484723567963,0.22228628396987915
1774571838.7334158,images/1774571838.733416.png,1774571838.72535,0.008065938949584961,0.24568484723567963,0.22228628396987915
1774571838.7669272,images/1774571838.766927.png,1774571838.760819,0.006108283996582031,0.24568484723567963,0.22228628396987915
1774571838.8012426,images/1774571838.801243.png,1774571838.793658,0.007584571838378906,0.24568484723567963,0.22228628396987915
1774571838.834547,images/1774571838.834547.png,1774571838.8284023,0.00614476203918457,0.24568484723567963,0.22228628396987915
1774571838.8682172,images/1774571838.868217.png,1774571838.8620877,0.00612950325012207,0.24568484723567963,0.22228628396987915
1774571838.899731,images/1774571838.899731.png,1774571838.8943994,0.005331516265869141,0.24568484723567963,0.22228628396987915
1774571838.9342072,images/1774571838.934207.png,1774571838.9287038,0.005503416061401367,0.24568484723567963,0.22228628396987915
1774571838.9662328,images/1774571838.966233.png,1774571838.962323,0.0039098262786865234,0.24568484723567963,0.22228628396987915
1774571839.0000937,images/1774571839.000094.png,1774571838.9972806,0.002813100814819336,0.24568484723567963,0.22228628396987915
1774571839.0350213,images/1774571839.035021.png,1774571839.030236,0.004785299301147461,0.24568484723567963,0.22228628396987915
1774571839.0679352,images/1774571839.067935.png,1774571839.0646186,0.003316640853881836,0.24568484723567963,0.22228628396987915
1774571839.1011713,images/1774571839.101171.png,1774571839.0986814,0.002489805221557617,0.24568484723567963,0.22228628396987915
1774571839.1348948,images/1774571839.134895.png,1774571839.1316922,0.003202676773071289,0.24568484723567963,0.22228628396987915
1774571839.1667662,images/1774571839.166766.png,1774571839.1653905,0.0013756752014160156,-0.002996147144585848,0.4472833573818207
1774571839.202287,images/1774571839.202287.png,1774571839.1994061,0.0028808116912841797,0.24568484723567963,0.22228628396987915
1774571839.2328324,images/1774571839.232832.png,1774571839.1994061,0.03342628479003906,0.24568484723567963,0.22228628396987915
1774571839.2655957,images/1774571839.265596.png,1774571839.233183,0.03241276741027832,0.24568484723567963,0.22228628396987915
1774571839.3010304,images/1774571839.301030.png,1774571839.3002725,0.0007579326629638672,0.24568484723567963,0.22228628396987915
1774571839.3324354,images/1774571839.332435.png,1774571839.3002725,0.03216290473937988,0.24568484723567963,0.22228628396987915
1774571839.365845,images/1774571839.365845.png,1774571839.3347762,0.031068801879882812,0.24568484723567963,0.22228628396987915
1774571839.3992767,images/1774571839.399277.png,1774571839.3700325,0.029244184494018555,0.24568484723567963,0.22228628396987915
1774571839.4323192,images/1774571839.432319.png,1774571839.40293,0.029389142990112305,0.24568484723567963,0.22228628396987915
1774571839.4657707,images/1774571839.465771.png,1774571839.4359667,0.029803991317749023,0.24568484723567963,0.22228628396987915
1774571839.4991863,images/1774571839.499186.png,1774571839.4694343,0.029752016067504883,0.24568484723567963,0.22228628396987915
1774571839.5327947,images/1774571839.532795.png,1774571839.5064163,0.026378393173217773,0.24568484723567963,0.22228628396987915
1774571839.5660052,images/1774571839.566005.png,1774571839.5399725,0.026032686233520508,0.24568484723567963,0.22228628396987915
1774571839.5993528,images/1774571839.599353.png,1774571839.575858,0.023494720458984375,0.24568484723567963,0.22228628396987915
1774571839.6326375,images/1774571839.632638.png,1774571839.6121657,0.020471811294555664,0.24568484723567963,0.22228628396987915
1774571839.6660995,images/1774571839.666100.png,1774571839.6508777,0.015221834182739258,0.24568484723567963,0.22228628396987915
1774571839.699121,images/1774571839.699121.png,1774571839.6793044,0.01981663703918457,0.24568484723567963,0.22228628396987915
1774571839.7322793,images/1774571839.732279.png,1774571839.7118971,0.020382165908813477,0.24568484723567963,0.22228628396987915
1774571839.7657213,images/1774571839.765721.png,1774571839.744653,0.021068334579467773,0.24568484723567963,0.22228628396987915
1774571839.7988238,images/1774571839.798824.png,1774571839.7775285,0.02129530906677246,0.24568484723567963,0.22228628396987915
1774571839.8331425,images/1774571839.833143.png,1774571839.8158867,0.017255783081054688,0.24568484723567963,0.22228628396987915
1774571839.8655117,images/1774571839.865512.png,1774571839.8462203,0.019291400909423828,0.24568484723567963,0.22228628396987915
1774571839.8992195,images/1774571839.899220.png,1774571839.8769438,0.022275686264038086,0.24568484723567963,0.22228628396987915
1774571839.931985,images/1774571839.931985.png,1774571839.9116306,0.020354270935058594,0.24568484723567963,0.22228628396987915
1774571839.9655883,images/1774571839.965588.png,1774571839.9424765,0.023111820220947266,0.24568484723567963,0.22228628396987915
1774571839.9990115,images/1774571839.999012.png,1774571839.9794765,0.019535064697265625,0.24568484723567963,0.22228628396987915
1774571840.0329604,images/1774571840.032960.png,1774571840.0115478,0.02141261100769043,0.24568484723567963,0.22228628396987915
1774571840.0656323,images/1774571840.065632.png,1774571840.0464468,0.019185543060302734,0.24568484723567963,0.22228628396987915
1774571840.0987077,images/1774571840.098708.png,1774571840.0769958,0.02171182632446289,0.24568484723567963,0.22228628396987915
1774571840.1328533,images/1774571840.132853.png,1774571840.1117985,0.021054744720458984,0.24568484723567963,0.22228628396987915
1774571840.165782,images/1774571840.165782.png,1774571840.1458015,0.019980430603027344,0.24568484723567963,0.22228628396987915
1774571840.1989658,images/1774571840.198966.png,1774571840.1786304,0.02033543586730957,0.24568484723567963,0.22228628396987915
1774571840.2334242,images/1774571840.233424.png,1774571840.2131202,0.020303964614868164,0.24568484723567963,0.22228628396987915
1774571840.2673414,images/1774571840.267341.png,1774571840.2131202,0.054221153259277344,0.24568484723567963,0.22228628396987915
1774571840.2987838,images/1774571840.298784.png,1774571840.2131202,0.0856635570526123,0.24568484723567963,0.22228628396987915
1774571840.3340206,images/1774571840.334021.png,1774571840.305665,0.02835559844970703,0.24568484723567963,0.22228628396987915
1774571840.3653016,images/1774571840.365302.png,1774571840.305665,0.059636592864990234,0.24568484723567963,0.22228628396987915
1774571840.3988974,images/1774571840.398897.png,1774571840.305665,0.09323239326477051,0.24568484723567963,0.22228628396987915
1774571840.4351132,images/1774571840.435113.png,1774571840.4167616,0.01835155487060547,0.24568484723567963,0.22228628396987915
1774571840.4655998,images/1774571840.465600.png,1774571840.4417017,0.02389812469482422,0.24568484723567963,0.22228628396987915
1774571840.498993,images/1774571840.498993.png,1774571840.4791644,0.01982855796813965,0.24568484723567963,0.22228628396987915
1774571840.5321634,images/1774571840.532163.png,1774571840.5117528,0.020410537719726562,0.24568484723567963,0.22228628396987915
1774571840.5654862,images/1774571840.565486.png,1774571840.5429497,0.022536516189575195,0.24568484723567963,0.22228628396987915
1774571840.5989482,images/1774571840.598948.png,1774571840.5763216,0.022626638412475586,-0.002996147144585848,0.4472833573818207
1774571840.631945,images/1774571840.631945.png,1774571840.6098487,0.02209615707397461,0.24568484723567963,0.22228628396987915
1774571840.665543,images/1774571840.665543.png,1774571840.642812,0.02273106575012207,0.24568484723567963,0.22228628396987915
1774571840.6986735,images/1774571840.698673.png,1774571840.6781757,0.020497798919677734,0.24568484723567963,0.22228628396987915
1774571840.7323308,images/1774571840.732331.png,1774571840.7092674,0.02306342124938965,0.24568484723567963,0.22228628396987915
1774571840.7659974,images/1774571840.765997.png,1774571840.7439475,0.022049903869628906,0.24568484723567963,0.22228628396987915
1774571840.7988935,images/1774571840.798893.png,1774571840.7767608,0.02213263511657715,0.24568484723567963,0.22228628396987915
1774571840.8327653,images/1774571840.832765.png,1774571840.8097792,0.022986173629760742,0.24568484723567963,0.22228628396987915
1774571840.8653498,images/1774571840.865350.png,1774571840.8439157,0.02143406867980957,0.24568484723567963,0.22228628396987915
1774571840.8989677,images/1774571840.898968.png,1774571840.8791208,0.01984691619873047,0.24568484723567963,0.22228628396987915
1774571840.9321175,images/1774571840.932117.png,1774571840.9109864,0.021131038665771484,0.24568484723567963,0.22228628396987915
1774571840.9655972,images/1774571840.965597.png,1774571840.944683,0.020914077758789062,0.24568484723567963,0.22228628396987915
1774571840.9987826,images/1774571840.998783.png,1774571840.9789438,0.019838809967041016,0.24568484723567963,0.22228628396987915
1774571841.032655,images/1774571841.032655.png,1774571841.01262,0.0200350284576416,0.24568484723567963,0.22228628396987915
1774571841.065614,images/1774571841.065614.png,1774571841.0467453,0.018868684768676758,0.24568484723567963,0.22228628396987915
1774571841.0985367,images/1774571841.098537.png,1774571841.080393,0.018143653869628906,0.24568484723567963,0.22228628396987915
1774571841.132439,images/1774571841.132439.png,1774571841.114169,0.018270015716552734,0.24568484723567963,0.22228628396987915
1774571841.165782,images/1774571841.165782.png,1774571841.150128,0.01565408706665039,0.24568484723567963,0.22228628396987915
1774571841.1994953,images/1774571841.199495.png,1774571841.190829,0.008666276931762695,0.24568484723567963,0.22228628396987915
1774571841.2324975,images/1774571841.232497.png,1774571841.2160566,0.016440868377685547,0.24568484723567963,0.22228628396987915
1774571841.265675,images/1774571841.265675.png,1774571841.2500887,0.015586376190185547,0.24568484723567963,0.22228628396987915
1774571841.2992392,images/1774571841.299239.png,1774571841.2831416,0.016097545623779297,0.24568484723567963,0.22228628396987915
1774571841.331808,images/1774571841.331808.png,1774571841.318065,0.013743162155151367,0.24568484723567963,0.22228628396987915
1774571841.365373,images/1774571841.365373.png,1774571841.3515444,0.013828516006469727,0.24568484723567963,0.22228628396987915
1774571841.3986344,images/1774571841.398634.png,1774571841.3856466,0.012987852096557617,0.24568484723567963,0.22228628396987915
1774571841.43206,images/1774571841.432060.png,1774571841.4185472,0.013512849807739258,0.24568484723567963,0.22228628396987915
1774571841.4658625,images/1774571841.465863.png,1774571841.452393,0.013469457626342773,0.24568484723567963,0.22228628396987915
1774571841.4988723,images/1774571841.498872.png,1774571841.485389,0.013483285903930664,0.24568484723567963,0.22228628396987915
1774571841.5320024,images/1774571841.532002.png,1774571841.520313,0.011689424514770508,0.24568484723567963,0.22228628396987915
1774571841.5653522,images/1774571841.565352.png,1774571841.554117,0.011235237121582031,0.24568484723567963,0.22228628396987915
1774571841.599213,images/1774571841.599213.png,1774571841.590461,0.008751869201660156,0.24568484723567963,0.22228628396987915
1774571841.6322892,images/1774571841.632289.png,1774571841.6215053,0.010783910751342773,0.24568484723567963,0.22228628396987915
1774571841.6652575,images/1774571841.665257.png,1774571841.6556904,0.009567022323608398,0.24568484723567963,0.22228628396987915
1774571841.6988225,images/1774571841.698822.png,1774571841.6886575,0.010164976119995117,0.24568484723567963,0.22228628396987915
1774571841.732941,images/1774571841.732941.png,1774571841.7226956,0.010245323181152344,0.24568484723567963,0.22228628396987915
1774571841.7665908,images/1774571841.766591.png,1774571841.756858,0.009732723236083984,0.24568484723567963,0.22228628396987915
1774571841.7989357,images/1774571841.798936.png,1774571841.7904696,0.008466005325317383,0.24568484723567963,0.22228628396987915
1774571841.835078,images/1774571841.835078.png,1774571841.8244267,0.010651350021362305,0.24568484723567963,0.22228628396987915
1774571841.8680165,images/1774571841.868016.png,1774571841.8582268,0.009789705276489258,0.24568484723567963,0.22228628396987915
1774571841.901234,images/1774571841.901234.png,1774571841.8921578,0.009076118469238281,0.4943658411502838,-0.0027107996866106987
1774571841.9326751,images/1774571841.932675.png,1774571841.925824,0.0068511962890625,0.4943658411502838,-0.0027107996866106987
1774571841.9661975,images/1774571841.966197.png,1774571841.96073,0.005467414855957031,0.24568484723567963,0.22228628396987915
1774571841.999235,images/1774571841.999235.png,1774571841.993384,0.005851030349731445,0.24568484723567963,0.22228628396987915
1774571842.0322757,images/1774571842.032276.png,1774571842.0262148,0.00606083869934082,0.24568484723567963,0.22228628396987915
1774571842.0654802,images/1774571842.065480.png,1774571842.0601332,0.005347013473510742,0.24568484723567963,0.22228628396987915
1774571842.0989282,images/1774571842.098928.png,1774571842.0943131,0.004615068435668945,0.24568484723567963,0.22228628396987915
1774571842.1342213,images/1774571842.134221.png,1774571842.1279893,0.006232023239135742,0.24568484723567963,0.22228628396987915
1774571842.166478,images/1774571842.166478.png,1774571842.1629694,0.0035085678100585938,0.24568484723567963,0.22228628396987915
1774571842.201124,images/1774571842.201124.png,1774571842.1964607,0.004663228988647461,0.24568484723567963,0.22228628396987915
1774571842.232995,images/1774571842.232995.png,1774571842.229859,0.0031359195709228516,0.24568484723567963,0.22228628396987915
1774571842.267511,images/1774571842.267511.png,1774571842.2655542,0.0019567012786865234,0.24568484723567963,0.22228628396987915
1774571842.299239,images/1774571842.299239.png,1774571842.2969193,0.0023195743560791016,0.24568484723567963,0.22228628396987915
1774571842.3318696,images/1774571842.331870.png,1774571842.2969193,0.03495025634765625,0.24568484723567963,0.22228628396987915
1774571842.3657238,images/1774571842.365724.png,1774571842.3657234,4.76837158203125e-07,0.24568484723567963,0.22228628396987915
1774571842.3995857,images/1774571842.399586.png,1774571842.3987594,0.0008263587951660156,0.24568484723567963,0.22228628396987915
1774571842.4324224,images/1774571842.432422.png,1774571842.4322906,0.00013184547424316406,0.24568484723567963,0.22228628396987915
1774571842.4655178,images/1774571842.465518.png,1774571842.4322906,0.03322720527648926,0.24568484723567963,0.22228628396987915
1774571842.4992156,images/1774571842.499216.png,1774571842.4674158,0.0317997932434082,-0.002996147144585848,0.4472833573818207
1774571842.5359197,images/1774571842.535920.png,1774571842.5333502,0.002569437026977539,0.24568484723567963,0.22228628396987915
1774571842.5652163,images/1774571842.565216.png,1774571842.5333502,0.03186607360839844,0.24568484723567963,0.22228628396987915
1774571842.5988002,images/1774571842.598800.png,1774571842.5672498,0.03155040740966797,0.24568484723567963,0.22228628396987915
1774571842.6320992,images/1774571842.632099.png,1774571842.601288,0.030811071395874023,0.24568484723567963,0.22228628396987915
1774571842.6653516,images/1774571842.665352.png,1774571842.6356497,0.029701948165893555,0.24568484723567963,0.22228628396987915
1774571842.6987295,images/1774571842.698730.png,1774571842.6685824,0.030147075653076172,0.24568484723567963,0.22228628396987915
1774571842.7318568,images/1774571842.731857.png,1774571842.6685824,0.06327438354492188,0.24568484723567963,0.22228628396987915
1774571842.7650352,images/1774571842.765035.png,1774571842.6685824,0.09645271301269531,0.24568484723567963,0.22228628396987915
1774571842.798583,images/1774571842.798583.png,1774571842.7811282,0.017454862594604492,0.24568484723567963,0.22228628396987915
1774571842.832363,images/1774571842.832363.png,1774571842.809891,0.022471904754638672,0.24568484723567963,0.22228628396987915
1774571842.8652327,images/1774571842.865233.png,1774571842.8467548,0.018477916717529297,0.24568484723567963,0.22228628396987915
1774571842.8985872,images/1774571842.898587.png,1774571842.878402,0.020185232162475586,0.24568484723567963,0.22228628396987915
1774571842.93169,images/1774571842.931690.png,1774571842.9126587,0.019031286239624023,0.24568484723567963,0.22228628396987915
1774571842.9652152,images/1774571842.965215.png,1774571842.9412613,0.023953914642333984,0.24568484723567963,0.22228628396987915
1774571842.9987168,images/1774571842.998717.png,1774571842.9755864,0.023130416870117188,0.24568484723567963,0.22228628396987915
1774571843.0317683,images/1774571843.031768.png,1774571843.0086412,0.023127079010009766,0.24568484723567963,0.22228628396987915
1774571843.064886,images/1774571843.064886.png,1774571843.0425231,0.022362947463989258,0.24568484723567963,0.22228628396987915
1774571843.0986552,images/1774571843.098655.png,1774571843.076754,0.02190113067626953,0.24568484723567963,0.22228628396987915
1774571843.1320577,images/1774571843.132058.png,1774571843.10904,0.02301764488220215,0.24568484723567963,0.22228628396987915
1774571843.1652856,images/1774571843.165286.png,1774571843.1427872,0.022498369216918945,0.24568484723567963,0.22228628396987915
1774571843.1990383,images/1774571843.199038.png,1774571843.1750827,0.023955583572387695,0.24568484723567963,0.22228628396987915
1774571843.2319717,images/1774571843.231972.png,1774571843.2090156,0.022956132888793945,0.24568484723567963,0.22228628396987915
1774571843.265475,images/1774571843.265475.png,1774571843.2442343,0.021240711212158203,0.24568484723567963,0.22228628396987915
1774571843.2984,images/1774571843.298400.png,1774571843.276059,0.022341012954711914,0.24568484723567963,0.22228628396987915
1774571843.3316534,images/1774571843.331653.png,1774571843.3100936,0.021559715270996094,-0.002996147144585848,0.4472833573818207
1774571843.3648608,images/1774571843.364861.png,1774571843.3436477,0.021213054656982422,-0.002996147144585848,0.4472833573818207
1774571843.3982384,images/1774571843.398238.png,1774571843.3789039,0.01933455467224121,0.24568484723567963,0.22228628396987915
1774571843.431399,images/1774571843.431399.png,1774571843.4121852,0.01921391487121582,0.24568484723567963,0.22228628396987915
1774571843.4647772,images/1774571843.464777.png,1774571843.4462647,0.018512487411499023,0.24568484723567963,0.22228628396987915
1774571843.4981909,images/1774571843.498191.png,1774571843.4796302,0.01856064796447754,0.24568484723567963,0.22228628396987915
1774571843.531588,images/1774571843.531588.png,1774571843.5134475,0.018140554428100586,0.24568484723567963,0.22228628396987915
1774571843.5651171,images/1774571843.565117.png,1774571843.5469573,0.018159866333007812,0.24568484723567963,0.22228628396987915
1774571843.5990617,images/1774571843.599062.png,1774571843.5809655,0.018096208572387695,0.24568484723567963,0.22228628396987915
1774571843.6324627,images/1774571843.632463.png,1774571843.6152842,0.01717853546142578,0.24568484723567963,0.22228628396987915
1774571843.6655512,images/1774571843.665551.png,1774571843.6496017,0.015949487686157227,0.24568484723567963,0.22228628396987915
1774571843.6985674,images/1774571843.698567.png,1774571843.6830497,0.015517711639404297,0.24568484723567963,0.22228628396987915
1774571843.7320397,images/1774571843.732040.png,1774571843.7162895,0.01575016975402832,0.24568484723567963,0.22228628396987915
1774571843.7652237,images/1774571843.765224.png,1774571843.7521777,0.013046026229858398,0.24568484723567963,0.22228628396987915
1774571843.7983062,images/1774571843.798306.png,1774571843.7839656,0.014340639114379883,-0.002996147144585848,0.4472833573818207
1774571843.831944,images/1774571843.831944.png,1774571843.8173184,0.01462554931640625,-0.002996147144585848,0.4472833573818207
1774571843.865223,images/1774571843.865223.png,1774571843.8512845,0.013938426971435547,-0.002996147144585848,0.4472833573818207
1774571843.8983417,images/1774571843.898342.png,1774571843.884515,0.013826608657836914,0.24568484723567963,0.22228628396987915
